word,polarity
부위가 아프면서,-2
부인하다,-2
부자,1
부자연스러운,-1
부자연스러움,-2
부자연스럽게,-1
부자연스럽게 겨우,-1
부자연스럽게 행동하는,-1
부자연스럽다,-2
부작용,-2
부작용이,-2
부작용이 나타나기도,-2
부적격,-2
부적당한,-1
부적절하다,-2
부적절한,-1
부정,-1
부정어와,-2
부정어와 함께,-2
부정을,-2
부정을 나타내는,-2
부정이나,-2
부정이나 금지하는,-2
부정이나 비리를,-2
부정적,-2
부정적 감정,-2
부정적인,-2
부정적인 내용이,-2
부정적인 뜻을,-2
부정적인 말과,-2
부정적인 일을,-2
부정적인 표현과,-2
부정직,-2
부정하거나,-2
부정하거나 금지하려,-2
부정하는,-2
부정하는 뜻을,-2
부정하는 모양을,-2
부정하다,-2
부정하며,-2
부정하며 핀잔을,-2
부정하여,-2
부정하여 대답할,-2
부정행위,-1
부정확하다,-1
부정확한,-1
부조리,-2
부조화,-2
부족,-1
부족이나,-1
부족하거나,-1
부족하다,-1
부족하며,-1
부족하여,-1
부족한,-2
부족한 증상,-1
부족함이,-1
부족함이 생김,-1
부족함이 없다,1
부주의로,-1
부주의한,-1
부지런,2
부지런스럽다,2
부지런스레,2
부지런하고,2
부지런하다,2
부지런히,2
부진,-2
부진증,-1
부진하다,-2
부질없다,-2
부질없이,-2
부처의 지혜,1
부처의 지혜가,1
부추겨서,-1
부추기는,-1
부추기는 짓을,-1
부패하다,-1
부패한,-1
북받쳐 일어나다,1
분간이 안 되는,-2
분간하기 어려운,-2
분간하기 어렵다,-2
분개하다,-2
분개하여,-2
분개하여 몹시,-2
분개할,-2
분개할 때,-2
분격,-2
분격하다,-2
분나,-2
분나하다,-2
분노,-2
분노 따위의,-2
분노나,-2
분노나 불만,-2
분노하다,-2
분노함,-2
분란,-1
분란통,-1
분란하다,-1
분명이 하지 못하고,-1
분명하게,1
분명하게 짓다,1
분명하게 하지 못하고,-1
분명하게 하지 아니하고,-1
분명하고,1
분명하고 또렷이,1
분명하다,1
분명하지 못하게,-1
분명하지 못하고,-1
분명하지 못하다,-1
분명하지 못하여,-1
분명하지 아니하게,-1
분명하지 아니하고,-1
분명하지 아니하다,-1
분명하지 아니한,-1
분명하지 아니함,-1
분명하지 않고,-1
분명하지 않은,-1
분명한,1
분명한 답을,1
분명한 모양,1
분명히 하지 못하고,-1
분발하도록 격려하다,1
분발하여,0
분발하여 일어날,0
분별없이,-1
분별없이 행동하는,-1
분별없이 행동하다,-1
분별할 여유가 없다,-1
분별할 여유가 없이,-1
분수 없이,-2
분수를 모르고,-2
분수없이,-2
분수없이 허황한,-2
분수에 넘치게,-2
분수에 넘치는 짓을,-2
분수에 맞지 아니하게,-2
분수에 맞지 아니함,-1
분수에 맞지 않게,-2
분에,-2
분에하다,-2
분열병,-1
분열병 따위의,-1
분위기가 점잖고,1
분위기가 점잖고 엄숙하게,1
분위기가 좋은,1
분위기를 좋게,2
분위기에 어울리게,2
분이나,-2
분탄하다,-2
분탕,-2
분탕질,-2
분통,-2
분통스럽다,-2
분풀이,-2
분풀이하다,1
분하거나,-2
분하게,-2
분하게 여겨,-2
분하게 여김,-2
분하고,-2
분하고 노여운,-2
분하고 답답하다,-2
분하고 억울하다,-2
분하고 억울함,-2
분하고 원통한,-2
분하고 원통한 마음을 풀어 버리다,1
분하고 화가,-2
분하다,-2
분하여,-2
분하여 마음이,-2
분한,-2
분한 마음,-2
분한 마음을,-1
분한 마음이,-2
분한 상태이다,-2
분한 일을,-2
분함,-2
분함 또는,-2
불건전,-2
불건전한,-2
불결하다,-2
불결한,-2
불결한 성관계로,-2
불결한 음식,-2
불결한 음식을,-2
불경기,-2
불균형,-2
불길하거나,-2
불길하다,-2
불길한,-2
불길한 꿈,-2
불끈 성을,-2
불끈 화가,-2
불량,-2
불량 행위를,-2
불량배가,-2
불량자가,-2
불량자가 되게,-2
불량패,-1
불량하다,-2
불량한,-2
불량한 무리들이,-2
불량한 짓을,-2
불량화소,-2
불리하다,-1
불리한,-2
불리한 사실을,-1
불만,-2
불만 따위를,-2
불만감,-2
불만스러운,-2
불만스러운 느낌이,-2
불만스럽거나,-2
불만스럽게,-2
불만스럽게 말하는,-2
불만스럽게 말하다,-2
불만스럽다,-2
불만스레,-2
불만으로,-2
불만을,-2
불만이,-2
불만이 없어,1
불만이 있어,-2
불만족,-2
불만족스러운,-2
불만족스럽다,-2
불만족스레,-2
불만족하다,-2
불만투성이,-2
불만하다,-2
불면병,-1
불면증,-2
불명예,-2
불명예스러운,-1
불법,-2
불법 체류,-2
불법 행위,-2
불법으로,-2
불법으로 쳐들어가거나,-2
불법이다,-2
불법적으로,-2
불법적으로 가져감으로써,-2
불법체류,-2
불성실,-1
불순물이,-1
불순물이 섞이어,-1
불신,-2
불신 따위를,-2
불신의,-2
불신하다,-1
불쌍하게,-2
불쌍하고,-2
불쌍하고 가련하게,-2
불쌍하고 가련한,-2
불쌍하다,-2
불쌍하여,-2
불쌍하여 마음이,-2
불쌍하여 슬픈,-2
불쌍한,-2
불쌍한 데가,-2
불쌍한 일을,-2
불쌍함,-2
불쌍히,-2
불쌍히 여기고,-2
불쌍히 여기는,-2
불쌍히 여긴다는,-2
불안,-2
불안 초조,-2
불안감,-2
불안스럽다,-2
불안전성,-2
불안정하게,-2
불안정한,-2
불안하게,-2
불안하게 걷는,-2
불안하게 걷다,-2
불안하게 되다,-2
불안하게 여기는,-1
불안하다,-2
불안하여,-2
불안하여 어찌할,-2
불안한,-2
불안한 마음으로,-2
불안한 모양,-2
불안한 상태에,-2
불안한 증상,-2
불안할,-1
불안할 때에,-1
불안해하고,-1
불안해하는,-2
불안해하는 증상,-2
불안히,-2
불에 닿은,-2
불운,-1
불충분,-2
불충분하거나,-2
불충분하다,-2
불충분한,-2
불충분한 대로,-1
불치병,-2
불쾌감,-2
불쾌감이,-2
불쾌감이 있으며,-2
불쾌스럽다,-2
불쾌스레,-2
불쾌하게,-2
불쾌하게 여기다,-2
불쾌하다,-2
불쾌하다고,-2
불쾌하다고 생각되는,-2
불쾌한,-2
불쾌한 느낌이,-2
불쾌한 말로,-2
불쾌한 정서적,-2
불쾌히,-2
불편,-2
불편리,-2
불편리하다,-2
불편부당,1
불편부당하다,1
불편스럽다,-2
불편스레,-2
불편하거나,-2
불편하게,-2
불편하고,-2
불편하고 우울하다,-2
불편하다,-2
불편하며,-2
불편하여,-2
불편한,-2
불편한 모양,-2
불편할,-2
불편할 정도로,-2
불편함,-2
불평,-2
불평 따위를,-2
불평등,-2
불평등하다,-2
불평등한,-1
불평스러워,-2
불평스럽게,-2
불평스럽게 말하다,-2
불평스럽게 토달거리는,-2
불평스럽게 투덜거리는,-2
불평스럽게 투덜거리다,-2
불평을,-2
불평을 가지고,-2
불평을 늘어놓는,-2
불평을 늘어놓다,-2
불평을 늘어놓은,-2
불평을 부리는,-2
불평을 부리다,-2
불평을 부리며,-2
불평을 품고,-2
불평을 품은,-2
불평을 하는,-2
불평을 하다,-2
불평을 하며,-2
불평이나,-2
불평조의,-2
불평조의 군소리를,-2
불평판,-2
불평하는,-2
불평하는 모양,-2
불평하다,-2
불합격한,-2
불합격한 불량품,-2
불합리,-2
불행,-1
불행을,-2
불행하거나,-2
불행하거나 재수가,-2
불행하게,-2
불행하게 죽다,-2
불행하다,-2
불행한,-2
불행한 일을,-2
불협화음,-2
불화,-2
불황,-2
불효,-2
붉으락푸르락하여지며,-1
붉으락푸르락해지며,-1
붓거나 부풀었던 것이 줄어들어 본래의 모습대로 되다,0
붓고,-1
붓고 아프며,-2
붓는 병,-1
붙어 싸우는,-2
붙임성,1
붙임성 있게,1
붙임성이 없이,-1
비관적,-2
비관적인,-2
비굴하게,-2
비굴하게 자꾸,-2
비굴하게 행동하는,-2
비굴하게 행동하다,-2
비굴하다,-2
비굴할,-2
비굴할 정도로,-2
비극,-2
비꼬는,-2
비꼬는 말,-2
비꼬는 모양,-2
비꼬다,-2
비난,-2
비난 따위를,-2
비난을,-2
비난을 받다,-2
비난조로,-2
비난조로 이르는,-2
비난조로 이르던,-2
비난하는,-2
비난하는 뜻으로,-2
비난하는 사람,-2
비난하다,-2
비난하여,-2
비뚤거리다,-1
비뚤어져,-1
비뚤어져 있는,-1
비뚤어지거나,-1
비뚤어지다,-1
비련,-2
비리를,-2
비리를 저지르는,-2
비만,-2
비만 환자,-2
비만이다,-1
비매,-1
비방,-1
비방과,-2
비방하거나,-1
비방하다,-1
비속하게,-2
비속하게 사물이,-2
비속하게 이르는,-2
비싸다,-2
비싼,-2
비싼 값으로,-2
비아냥거리다,-2
비아냥대다,-2
비아냥스럽다,-2
비아냥스레,-2
비아냥조,-2
비아냥하다,-2
비열하다,-2
비열한,-2
비웃거나,-1
비웃거나 깔보면서,-1
비웃거나 비꼬는,-1
비웃거나 비꼬다,-1
비웃거나 빈정거릴,-2
비웃거나 언짢거나,-2
비웃는,-1
비웃는 뜻으로,-1
비웃는 태도로,-1
비웃다,-1
비웃으며,-1
비웃음과,-1
비웃음을,-1
비위 상하게,-2
비위가 뒤집혀,-1
비위가 상하다,-1
비위를 맞추느라고,-1
비위를 맞추려고,-1
비위를 상하게,-1
비위상하다,-2
비위에 거슬리거나,-1
비위에 거슬리게,-1
비위에 거슬리는,-1
비위에 거슬리다,-1
비위에 맞지 아니하다,-1
비장의,1
비장의 수,1
비정상,-1
비정상적으로,-1
비정상적으로 잇따라,-1
비정한,-1
비정한 기세나,-1
비좁아,-1
비좁은,-1
비좁은 자리에,-1
비중이 있다,1
비참,-2
비참하다,-2
비참한,-2
비참히,-2
비추천,-2
비추하다,-1
비탄,-2
비탄하다,-2
비통하다,-2
비통한,-1
비틀거리거나,-1
비틀거리는,-1
비틀거리는 모양,-1
비틀거리다,-1
비틀거리며,-1
비틀거리면서 걷는,-1
비틀어지며,-1
비판,-1
비판되다,-1
비판이나,-1
비판이나 추궁을,-1
비판하다,-1
비판함,-1
비평,-1
비합리적,-2
비합리적인,-1
비현실,-2
비현실적,-2
비효율,-2
비효율적,-2
빈대,-2
빈둥거리는,-1
빈둥거리는 모양,-1
빈둥거리다,-1
빈둥빈둥,-1
빈둥빈둥 놀다,-1
빈둥빈둥하는,-1
빈둥빈둥하는 모양,-1
빈둥빈둥하다,-1
빈정거리는,-2
빈정거리는 모양,-2
빈정거리는 태도로,-2
빈정거리다,-2
빈정거리며,-2
빈정거리며 놀리는,-2
빈정거리며 놀리다,-2
빈정거리며 자꾸,-2
빈정거릴,-2
빈정거릴 때,-2
빈틈없고,1
빈틈없고 야무지다,1
빈혈,-1
빈혈 증상,-1
빌빌대다,-2
빌빌하는,-2
빌빌하는 모양,-2
빌빌하다,-2
빙긋거리다,1
빙긋대다,1
빚,-2
빚을,-2
빚을 짐,-2
빚지다,-2
빛,1
빛깔이 야단스럽게,-1
빛나고,1
빛나고 아름다운,2
빛나고 환하게,1
빛나는 재주,2
빛나며,1
빛나며 곱고,2
빛을 잃어,-2
빠듯하게,-1
빠뜨려 흘리다,-1
빠르고 시원스러운,2
빠르다,1
빠지직대다,-1
빠트리다,-1
빡도네,-2
빡돌다,-2
빡세네,-2
빡세다,-2
빡치네,-2
빡치다,-2
빤빤스럽게,-2
빤빤스럽게 놀기만,-2
빤빤스럽고,-2
빤빤스럽고 얄밉게,-2
빤빤하게,-2
빤빤하게 생긴,-2
빵꾸똥꾸,-1
빵셔틀,-1
빼돌려,-2
빼돌려 내다,-2
빼앗거나,-2
빼앗기,-2
빼앗기거나,-2
빼앗기고,-2
빼앗는,-2
빼앗는 돈을,-2
빼앗는 일,-1
빼앗는 짓,-1
빼앗는 짓을,-2
빼앗다,-2
빼앗아,-2
빼앗아 가지다,-2
빼앗아 내다,-2
빼앗아 버리다,-2
빼앗아 차지함,-1
빼앗으려고,-2
빼앗으려고 벼르다,-2
빼어나게,2
빼어나게 아름다운,2
빼어나게 좋음,2
빼어나다,2
빼어난,2
빼어난 능력,2
뺀질대다,-2
뺨이 붓고,-1
뻐근하게,-1
뻐근하게 아픈,-1
뻑뻑하지 아니하게,1
뻑적지근하다,-1
뻔뻔스러운,-2
뻔뻔스럽게,-2
뻔뻔스럽게 놀기만,-2
뻔뻔스럽고,-2
뻔뻔하게,-2
뻔뻔하다,-2
뻔뻔한,-1
뼈마디가 아프며,-2
뼈마디가 저리고,-2
뽀록,1
뽀얀,1
뽀얀 모양,1
뽐내는,1
뽐내는 모양,1
뽐내다,1
뽐낼,1
뽐낼 만한,1
뽑히지 못하다,-1
뿌듯하다,2
뿌듯함,2
삐딱거리다,-2
삐딱대다,-2
삐딱하다,-2
삐뚤거리다,-2
삐뚤대다,-2
삐뚤어져서,-2
삐뚤어져서 가지런하지,-2
삐뚤어지다,-2
삐죽대다,-2
삐죽삐죽,-2
삐죽삐죽 투박한,-2
삐죽이,-2
ㅄ,-1
ㅅㅂ,-1
ㅅㅅ,1
사건에 적극적으로,1
사고가,0
사고가 없다,1
사고나,-1
사고나 병,-1
사고나다,-2
사고를 당하여,-2
사교적,1
사교적이다,1
사교적인,1
사귀다,1
사귀어,1
사나우며,-1
사나운,-1
사나운 기색이,-1
사나운 모양,-1
사나운 사람,-1
사나운 사람을,-1
사나운 짐승,-1
사나운 짓을,-1
사납거나,-1
사납거나 불길하다,-2
사납게,-1
사납게 되다,-1
사납게 맞서서,-1
사납게 성을,-1
사납게 우는,-1
사납게 울다,-1
사납게 흘겨보는,-1
사납고,-1
사납고 무서운,-2
사납다,-1
사납던,-1
사늘한,-1
사늘한 기운이,-1
사늘한 느낌이,-1
사라져 없어짐,-1
사람과 대립하는,-1
사람다운,1
사람답지 못함,-2
사람됨이 야무지다,2
사람됨이 좋은,2
사람들과 어울려,2
사람들이 시끄럽게,-1
사람들이 어수선하게,-1
사람에게 베풀거나,2
사람을 감동시킬,2
사람을 구원하다,2
사람을 귀엽게,2
사람을 낮잡아,-2
사람을 내쫓아,-2
사람을 몸져눕게,-2
사람을 못살게,-2
사람을 소중하게,2
사람을 속이며,-2
사람을 아끼고,2
사람을 아끼어,2
사람을 업신여기는,-2
사람을 위협하거나,-2
사람을 처벌하여,-2
사람의 업적과,2
사람의 죽음을,-2
사람의 착함을,2
사람이 병이나,-2
사람이 섭섭하게,-1
사람이 좋아하여,2
사람이 죽어서,-2
사람이나 짐승을 죽이다,-2
사랑,2
사랑겹다,2
사랑과,1
사랑과 은혜,2
사랑과 은혜를,2
사랑꾼,2
사랑둥이,2
사랑받고,2
사랑받고 칭찬받다,2
사랑받다,2
사랑스러운,2
사랑스러움,2
사랑스럽거나,2
사랑스럽거나 귀엽다,2
사랑스럽게,2
사랑스럽게 부르는,2
사랑스럽게 이르는,2
사랑스럽다,2
사랑스레,2
사랑으로,2
사랑을,1
사랑을 느낄,1
사랑을 받는,2
사랑을 받아,2
사랑을 표현하는,1
사랑의,2
사랑의 마음,2
사랑이,1
사랑이 담긴,2
사랑이다,2
사랑하거나,2
사랑하거나 끌리어서,2
사랑하고,2
사랑하고 소중히,2
사랑하고 좋아함,2
사랑하고 즐기는,2
사랑하고 칭찬하다,2
사랑하는,2
사랑하는 마음,2
사랑하는 사람,2
사랑하는 태도를,1
사랑하다,2
사랑하여,2
사랑함,2
사랑해,2
사로잡다,1
사리를 밝혀,1
사리를 분별할 여유가 없다,-1
사리를 분별할 여유가 없이,-1
사리에 맞게,2
사리에 맞고,2
사리에 밝고,1
사리에 밝은,2
사리에 밝음,2
사리에 어긋나게,-2
사리에 어두운,-2
사리에 어두운 사람,-2
사리에 어두워,-1
사망하다,-2
사멸하는,-2
사멸하는 것,-2
사모,2
사모하다,2
사모하여,2
사모하여 동경함,2
사모함,2
사무치게 미워하는,-2
사무치게 미워하다,-2
사무치게 미워함,-2
사물에 밝은,1
사뿐사뿐하다,1
사뿐하다,1
사사로운 분노,-2
사사로움이 없다,1
사사로움이 없음,1
사세난연,-2
사세난연하다,-2
사실을 긍정적으로,2
사실을 날조하여,-1
사실인 것처럼,-1
사심없는,1
사악하다,-2
사악한,-2
사악한 모의,-2
사양하는,-1
사양하는 모양,-1
사이가 꽤 벌어져,-1
사이가 꽤 벌어지는,-1
사이가 꽤 벌어지다,-1
사이가 끊어지고,-1
사이가 뜬,-1
사이가 뜬 상태로,-1
사이가 벌어지게,-1
사이가 벌어지는,-1
사이가 벌어지다,-1
사이가 소원하다,-1
사이가 소원한,-1
사이가 어그러지고,-1
사이가 틀어져서,-1
사이를 끊고,-1
사이를 두다,-1
사정없이 마구,-1
사정없이 몰아쳐서,-1
사정을 살피다,0
사치,-1
사치스러운,-2
사치스럽다,-1
사태가 복잡하여,-1
사형에,-2
사형에 처하다,-2
사형에 처함,-2
사형에 처해지다,-2
사회가 혼란스럽고,-2
사회의 발전이나,1
삭는,-1
삭막하다,-2
산 교훈,1
산뜻하거나,2
산뜻하거나 뜨거우면서,1
산뜻하게,2
산뜻하게 느껴지는,2
산뜻하게 생생히,2
산뜻하게 싱싱히,2
산뜻하고,2
산뜻하고 뚜렷하여,2
산뜻하고 부드러운,2
산뜻하다,2
산뜻하지 못하게,-1
산뜻하지 못하고,-1
산뜻하지 아니하고,-1
산뜻하지 않게,-1
산뜻한,1
산후 질병,-1
살가죽이 짓무르고,-1
살갗이 갈라지는,-1
살갗이 오그라들며,-1
살그머니,1
살그머니 웃는,1
살그머니 웃다,1
살기,-2
살기 있고,-2
살기 힘든,-2
살려 주다,1
살림이 넉넉한,2
살림이 어렵고,-2
살모넬라균에,-1
살모넬라균에 오염된,-1
살빛이 희고,1
살아가는 지혜를,2
살아나거나,1
살아나거나 생겨나다,1
살을 찌르는,-1
살이 쪄,-1
살이 쪄서,-1
살이 찌고,-1
살이 찌는,-1
살이 찐,-1
살인,-1
살인자,-2
살인죄,-2
살인하다,-1
살지 못하고,-2
살짝 속여,-1
살펴보지 않고,-1
살피지 아니한,-1
살해,-1
살해되다,-2
살해됨,-2
살해됨을,-2
살해하다,-2
삼연히,0
상긋,1
상긋거리다,1
상긋방긋하다,1
상긋상긋,1
상긋하다,1
상냥하게,2
상냥하게 행동하는,2
상냥하게 행동하다,2
상냥하고,2
상냥하고 너그러운,2
상냥하고 너그럽다,2
상냥하고 보드라운,2
상냥하고 보드랍다,2
상냥하고 부드러운,2
상냥하고 부드럽게,2
상냥하고 부드럽다,2
상냥하다,2
상냥하면서,2
상냥하면서 활발하다,2
상냥하면서 활발한,2
상냥한,2
상냥함,2
상당하다고,1
상당한,1
상당한 수준이나,1
상당한 지식과,1
상당히 차갑게,-1
상당히 차갑다,-1
상대를 몰아붙이듯이,-2
상대를 이기다,1
상대편을 위협하는,-2
상서로운,1
상서로운 날,1
상서롭다,1
상서롭지 못한,-2
상스러운,-2
상스러운 말,-2
상스러운 말로,-2
상스럽고,-2
상스럽다,-2
상습범,-2
상승곡선,1
상승세,1
상승효과,1
상실된,-1
상실된 심리,-1
상실한,-1
상실한 상태를,-1
상심,-2
상심하다,-2
상처,-2
상처 따위가,-2
상처가,-1
상처가 많아,-2
상처가 생기고,-2
상처가 쓰리고,-2
상처를,-2
상처를 내다,-2
상처를 내면,-2
상처를 내어,-2
상처를 입게,-2
